stn_code,sampling_date,state,location,agency,type,so2,no2,rspm,spm,location_monitoring_station,pm2_5,date
64740000,2007,Сахалинская область,ПОРОНАЙСК,NaN,Промышленные предприятия,5.5,1.9,5.4,9,NaN,NaN,2007
64701000,2007,Сахалинская область,ЮЖНО-САХАЛИНСК,NaN,Промышленные предприятия,6.4,4.5,4.5,7.5,NaN,NaN,2007
65701000,2007,Свердловская область,ЕКАТЕРИНБУРГ,NaN,Промышленные предприятия,0.6,6.3,1.44,2.4,NaN,NaN,2007
65740000,2007,Свердловская область,КАМЕНСК-УРАЛЬСКИЙ,NaN,Промышленные предприятия,9.1,3.7,14.16,23.6,NaN,NaN,2007
65745000,2007,Свердловская область,КРАСНОТУРЬИНСК,NaN,Промышленные предприятия,5.5,4.4,17.52,29.2,NaN,NaN,2007
65751000,2007,Свердловская область,НИЖНИЙ ТАГИЛ,NaN,Промышленные предприятия,29.8,14.5,12.48,20.8,NaN,NaN,2007
65753000,2007,Свердловская область,ПЕРВОУРАЛЬСК,NaN,Промышленные предприятия,0.4,1.3,1.2,2,NaN,NaN,2007
66701000,2007,Смоленская область,СМОЛЕНСК,NaN,Промышленные предприятия,0.8,3.5,0.3,0.5,NaN,NaN,2007
7715000,2007,Ставропольский край,КИСЛОВОДСК,NaN,Промышленные предприятия,-1,0.2,0.0012,0.002,NaN,NaN,2007
7721000,2007,Ставропольский край,МИНЕРАЛЬНЫЕ ВОДЫ,NaN,Промышленные предприятия,0.01,0.1,0.036,0.06,NaN,NaN,2007
7724000,2007,Ставропольский край,НЕВИННОМЫССК,NaN,Промышленные предприятия,2,6.1,1.2,2,NaN,NaN,2007
7727000,2007,Ставропольский край,ПЯТИГОРСК,NaN,Промышленные предприятия,0.03,0.3,0.024,0.04,NaN,NaN,2007
7701000,2007,Ставропольский край,СТАВРОПОЛЬ,NaN,Промышленные предприятия,0.01,1.3,0.3,0.5,NaN,NaN,2007
68701000,2007,Тамбовская область,ТАМБОВ,NaN,Промышленные предприятия,0.9,2.6,0.3,0.5,NaN,NaN,2007
28701000,2007,Тверская область,ТВЕРЬ,NaN,Промышленные предприятия,1,2.1,0.66,1.1,NaN,NaN,2007
69701000,2007,Томская область,ТОМСК,NaN,Промышленные предприятия,1.6,8.5,1.62,2.7,NaN,NaN,2007
70724000,2007,Тульская область,НОВОМОСКОВСК,NaN,Промышленные предприятия,1.7,3.7,2.4,4,NaN,NaN,2007
70701000,2007,Тульская область,ТУЛА,NaN,Промышленные предприятия,1.6,3.1,2.76,4.6,NaN,NaN,2007
70648408,2007,Тульская область,ЯСНАЯ ПОЛЯНА,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2007
71710000,2007,Тюменская область,ТОБОЛЬСК,NaN,Промышленные предприятия,0.2,3.1,0.18,0.3,NaN,NaN,2007
71701000,2007,Тюменская область,ТЮМЕНЬ,NaN,Промышленные предприятия,0.2,5.1,0.66,1.1,NaN,NaN,2007
94701000,2007,Удмуртская Республика,ИЖЕВСК,NaN,Промышленные предприятия,1.5,6.3,2.1,3.5,NaN,NaN,2007
94740000,2007,Удмуртская Республика,САРАПУЛ,NaN,Промышленные предприятия,0.03,0.1,0.036,0.06,NaN,NaN,2007
73701000,2007,Ульяновская область,УЛЬЯНОВСК,NaN,Промышленные предприятия,1.2,4.3,0.84,1.4,NaN,NaN,2007
8709000,2007,Хабаровский край,КОМСОМОЛЬСК-НА-АМУРЕ,NaN,Промышленные предприятия,2.8,4.8,2.82,4.7,NaN,NaN,2007
8631101,2007,Хабаровский край,НИКОЛАЕВСК-НА-АМУРЕ,NaN,Промышленные предприятия,3.6,0.7,0.54,0.9,NaN,NaN,2007
8701000,2007,Хабаровский край,ХАБАРОВСК,NaN,Промышленные предприятия,14.3,11.3,12.54,20.9,NaN,NaN,2007
8614151,2007,Хабаровский край,ЧЕГДОМЫН,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2007
71811151,2007,Ханты-Мансийский автономный округ — Югра,БЕЛОЯРСКИЙ,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2007
71812000,2007,Ханты-Мансийский автономный округ — Югра,БЕРЕЗОВО,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2007
71874000,2007,Ханты-Мансийский автономный округ — Югра,НЕФТЕЮГАНСК,NaN,Промышленные предприятия,0.06,0.3,0.09,0.15,NaN,NaN,2007
71875000,2007,Ханты-Мансийский автономный округ — Югра,НИЖНЕВАРТОВСК,NaN,Промышленные предприятия,0.5,10.4,1.08,1.8,NaN,NaN,2007
71877000,2007,Ханты-Мансийский автономный округ — Югра,РАДУЖНЫЙ,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2007
71876000,2007,Ханты-Мансийский автономный округ — Югра,СУРГУТ,NaN,Промышленные предприятия,0.2,38.1,1.2,2,NaN,NaN,2007
71871000,2007,Ханты-Мансийский автономный округ — Югра,ХАНТЫ-МАНСИЙСК,NaN,Промышленные предприятия,0.02,0.15,0.018,0.03,NaN,NaN,2007
75712000,2007,Челябинская область,ЗЛАТОУСТ,NaN,Промышленные предприятия,0.6,1.3,0.84,1.4,NaN,NaN,2007
75715000,2007,Челябинская область,КАРАБАШ,NaN,Промышленные предприятия,22.6,0.1,0.12,0.2,NaN,NaN,2007
75738000,2007,Челябинская область,МАГНИТОГОРСК,NaN,Промышленные предприятия,28.8,21.6,18.54,30.9,NaN,NaN,2007
75701000,2007,Челябинская область,ЧЕЛЯБИНСК,NaN,Промышленные предприятия,11.5,15.5,25.92,43.2,NaN,NaN,2007
97710000,2007,Чувашская Республика,НОВОЧЕБОКСАРСК,NaN,Промышленные предприятия,1.2,0.7,0.48,0.8,NaN,NaN,2007
97701000,2007,Чувашская Республика,ЧЕБОКСАРЫ,NaN,Промышленные предприятия,1.8,2.1,0.66,1.1,NaN,NaN,2007
71951000,2007,Ямало-Ненецкий автономный округ,САЛЕХАРД,NaN,Промышленные предприятия,0.1,1.2,0.12,0.2,NaN,NaN,2007
78705000,2007,Ярославская область,ПЕРЕСЛАВЛЬ-ЗАЛЕССКИЙ,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2007
78715000,2007,Ярославская область,РЫБИНСК,NaN,Промышленные предприятия,0.7,0.6,0.24,0.4,NaN,NaN,2007
78701000,2007,Ярославская область,ЯРОСЛАВЛЬ,NaN,Промышленные предприятия,10,4.3,1.62,2.7,NaN,NaN,2007
1701000,2008,Алтайский край,БАРНАУЛ,NaN,Промышленные предприятия,15,18.8,13.2,22,NaN,NaN,2008
1705000,2008,Алтайский край,БИЙСК,NaN,Промышленные предприятия,7.6,7.6,4.14,6.9,NaN,NaN,2008
1706000,2008,Алтайский край,ЗАРИНСК,NaN,Промышленные предприятия,5.1,3.4,1.74,2.9,NaN,NaN,2008
10701000,2008,Амурская область,БЛАГОВЕЩЕНСК,NaN,Промышленные предприятия,7.8,10,5.88,9.8,NaN,NaN,2008
10712000,2008,Амурская область,ЗЕЯ,NaN,Промышленные предприятия,0.5,1.1,0.3,0.5,NaN,NaN,2008
10732000,2008,Амурская область,ТЫНДА,NaN,Промышленные предприятия,1,2.2,1.98,3.3,NaN,NaN,2008
11701000,2008,Архангельская область,АРХАНГЕЛЬСК,NaN,Промышленные предприятия,42,11.9,4.08,6.8,NaN,NaN,2008
11708000,2008,Архангельская область,КОРЯЖМА,NaN,Промышленные предприятия,1,5.1,2.04,3.4,NaN,NaN,2008
11715000,2008,Архангельская область,НОВОДВИНСК,NaN,Промышленные предприятия,9.3,5.4,7.14,11.9,NaN,NaN,2008
11730000,2008,Архангельская область,СЕВЕРОДВИНСК,NaN,Промышленные предприятия,44.3,8,7.38,12.3,NaN,NaN,2008
12630404,2008,Астраханская область,АКСАРАЙСКИЙ,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2008
12701000,2008,Астраханская область,АСТРАХАНЬ,NaN,Промышленные предприятия,1.5,19.9,0.66,1.1,NaN,NaN,2008
12630408,2008,Астраханская область,БАЙБЕК,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2008
12630412,2008,Астраханская область,БУЗАН,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2008
12630406,2008,Астраханская область,ДОСАНГ,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2008
12630406,2008,Астраханская область,КОМСОМОЛЬСКИЙ,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2008
12640101,2008,Астраханская область,НАРИМАНОВ,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2008
12630444,2008,Астраханская область,СЕИТОВКА,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2008
14701000,2008,Белгородская область,БЕЛГОРОД,NaN,Промышленные предприятия,0.5,12.4,1.56,2.6,NaN,NaN,2008
14730000,2008,Белгородская область,ГУБКИН,NaN,Промышленные предприятия,11.6,4.4,4.74,7.9,NaN,NaN,2008
14740000,2008,Белгородская область,СТАРЫЙ ОСКОЛ,NaN,Промышленные предприятия,2.3,12.4,9.66,16.1,NaN,NaN,2008
15701000,2008,Брянская область,БРЯНСК,NaN,Промышленные предприятия,1,9.6,1.86,3.1,NaN,NaN,2008
17701000,2008,Владимирская область,ВЛАДИМИР,NaN,Промышленные предприятия,0.4,4.1,0.3,0.5,NaN,NaN,2008
18701000,2008,Волгоградская область,ВОЛГОГРАД,NaN,Промышленные предприятия,3.5,19,6.3,10.5,NaN,NaN,2008
18710000,2008,Волгоградская область,ВОЛЖСКИЙ,NaN,Промышленные предприятия,3.1,11.7,0.6,1,NaN,NaN,2008
19701000,2008,Вологодская область,ВОЛОГДА,NaN,Промышленные предприятия,0.5,7.3,0.42,0.7,NaN,NaN,2008
19730000,2008,Вологодская область,ЧЕРЕПОВЕЦ,NaN,Промышленные предприятия,27.7,25.6,22.44,37.4,NaN,NaN,2008
20701000,2008,Воронежская область,ВОРОНЕЖ,NaN,Промышленные предприятия,2.7,23.4,1.32,2.2,NaN,NaN,2008
99701000,2008,Еврейская автономная область,БИРОБИДЖАН,NaN,Промышленные предприятия,1.8,2.8,2.76,4.6,NaN,NaN,2008
76621101,2008,Забайкальский край,КРАСНОКАМЕНСК,NaN,Промышленные предприятия,9.2,1.9,4.08,6.8,NaN,NaN,2008
76628101,2008,Забайкальский край,НЕРЧИНСК,NaN,Промышленные предприятия,0.09,0.04,0.12,0.2,NaN,NaN,2008
76515000,2008,Забайкальский край,НОВАЯ ЧАРА,NaN,Промышленные предприятия,0.2,0.2,0.3,0.5,NaN,NaN,2008
76715000,2008,Забайкальский край,ПЕТРОВСК-ЗАБАЙКАЛЬСКИЙ,NaN,Промышленные предприятия,0.2,0.1,0.3,0.5,NaN,NaN,2008
76701000,2008,Забайкальский край,ЧИТА,NaN,Промышленные предприятия,3.3,6.8,7.86,13.1,NaN,NaN,2008
24701000,2008,Ивановская область,ИВАНОВО,NaN,Промышленные предприятия,2.5,27.3,1.44,2.4,NaN,NaN,2008
24620104,2008,Ивановская область,ПЛЕС,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2008
24620106,2008,Ивановская область,ПРИВОЛЖСК,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2008
25703000,2008,Иркутская область,АНГАРСК,NaN,Промышленные предприятия,72.3,41,14.76,24.6,NaN,NaN,2008
25634108,2008,Иркутская область,БАЙКАЛЬСК,NaN,Промышленные предприятия,1.4,1.2,1.56,2.6,NaN,NaN,2008
25636105,2008,Иркутская область,БИРЮСИНСК,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2008
25714000,2008,Иркутская область,БРАТСК,NaN,Промышленные предприятия,8.7,7.8,12.06,20.1,NaN,NaN,2008
25604103,2008,Иркутская область,ВИХОРЕВКА,NaN,Промышленные предприятия,-1,-1,-0.6,-1,NaN,NaN,2008
25720000,2008,Иркутская область,ЗИМА,NaN,Промышленные предприятия,0.05,0.01,0.024,0.04,NaN,NaN,2008
